client_id,gender,age_1996,account_age_days,freq_POPLATEK PO OBRATU,freq_POPLATEK TYDNE,txn_count_1996,incoming_total_1996,outgoing_total_1996,avg_txn_1996,max_txn_1996,min_txn_1996,k_pojistne_count_1996,k_sipo_count_1996,k_sluzby_count_1996,k_urok_count_1996,k_sankc_urok_count_1996,k_duchod_count_1996,k_uver_count_1996,op_vyber_kartou_count_1996,op_vklad_count_1996,op_prevod_z_uctu_count_1996,op_vyber_count_1996,op_prevod_na_ucet_count_1996,avg_balance_1996,max_balance_1996,min_balance_1996,std_balance_1996,recency_1996,order_count,order_amount_total,po_pojistne_count,po_sipo_count,po_leasing_count,po_uver_count,has_previous_loan,previous_loan_amount_total,previous_loan_problem,loan_granted_1996,has_card_pre_1997,card_count_pre_1997,card_issued_1996,ending_balance_1996,op_type_diversity_1996,k_symbol_diversity_1996,n_accounts,ratio_credit_to_debit_1996,ratio_incoming_total_1996,ratio_outgoing_total_1996,avg_txn_norm_1996,po_type_diversity_1996,dv_loan_1997,dv_card_1997
550,2,35,564.0,0.0,0.0,72,223150.6,219407.2,6146.636111111111,25278.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,35,12.0,41701.51527777778,61662.6,28435.7,7847.933025059508,0,2.0,10617.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45813.3,3.0,3.0,1,1.0170614273369334,0.50422927807396,0.49577072192603994,85.36994598765432,2,0,0
551,1,20,1440.0,0.0,0.0,11,8100.0,9200.0,1572.7272727272727,3500.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4,0.0,12618.181818181818,15100.0,8200.0,2239.5616454200053,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,2.0,0.0,1,0.8804347826086957,0.4682080924855491,0.5317919075144508,142.97520661157026,0,0,0
552,1,62,988.0,0.0,0.0,58,71913.4,70513.2,2455.631034482759,7400.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,22,12.0,18182.217241379312,27017.1,10817.4,4011.331904507351,0,1.0,3554.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17529.6,3.0,4.0,1,1.0198572749499384,0.5049155143772301,0.49508448562276997,42.3384661117717,1,0,0
554,1,71,1412.0,0.0,0.0,71,78685.8,75915.2,2177.478873239437,6388.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,35,12.0,40609.318309859154,48020.4,32826.5,3580.481810726824,0,1.0,1530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41858.9,3.0,4.0,1,1.0364959849937827,0.5089604853784905,0.4910395146215095,30.66871652449911,1,0,0
556,2,50,1147.0,0.0,0.0,74,272257.6,277415.2,7428.010810810812,31162.5,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,38,12.0,38062.462162162155,60471.6,21800.2,7899.374556093209,0,1.0,8325.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38919.0,3.0,3.0,1,0.9814083727207448,0.49530848170038605,0.5046915182996139,100.37852447041637,1,0,0
557,2,57,603.0,0.0,0.0,75,299185.2,313255.2,8165.872,34185.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,39,12.0,53012.71333333333,80344.3,27302.4,10763.739549327911,0,1.0,6385.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59012.5,3.0,3.0,1,0.9550845444864123,0.48851316797520217,0.5114868320247978,108.87829333333333,1,0,0
559,1,24,1426.0,0.0,0.0,65,177655.1,176787.2,5452.958461538461,19178.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,12.0,25,12.0,26404.986153846156,44052.5,18217.4,5988.931636905204,0,2.0,12404.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26726.3,4.0,3.0,1,1.0049092920754443,0.5012243177521418,0.49877568224785807,83.89166863905325,2,0,0
561,1,34,1194.0,0.0,0.0,85,159787.9,144859.2,3584.0835294117646,15374.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,31,24.0,32923.29294117647,45587.2,7866.5,9774.340085832955,0,2.0,6832.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43643.5,3.0,4.0,1,1.103056623258999,0.5245016282774397,0.4754983717225604,42.165688581314875,1,0,0
565,1,37,1014.0,0.0,0.0,98,110240.0,114987.2,2298.2367346938777,11872.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,34,36.0,22936.480612244897,31903.5,15727.5,3688.9081652266586,0,3.0,5276.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19241.3,3.0,5.0,1,0.958715404845061,0.4894613084032479,0.510538691596752,23.451395251978344,2,0,0
566,1,50,573.0,0.0,0.0,109,136001.5,137247.2,2506.8688073394496,14962.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,35,48.0,25512.708256880735,38693.5,12757.5,5600.8823867832925,0,4.0,6081.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33935.3,3.0,5.0,1,0.99092367640287,0.4977205746998979,0.5022794253001021,22.99879639760963,2,0,0
570,1,55,391.0,0.0,0.0,67,61852.5,43591.4,1573.789552238806,9500.0,14.6,0.0,8.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,12.0,23,16.0,23055.635820895524,28728.2,13862.1,3306.160671163141,0,2.0,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22623.1,4.0,4.0,1,1.4189151988695017,0.5865915429911072,0.4134084570088929,23.489396302071732,1,0,0
574,2,24,1436.0,0.0,0.0,97,215405.6,213799.2,4424.791752577319,24588.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,37,36.0,47226.36391752577,62613.8,29699.4,7359.033038059214,0,3.0,3377.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56828.9,3.0,5.0,1,1.0075135921930485,0.5018713677013863,0.4981286322986136,45.61640982038473,2,0,0
575,2,26,899.0,0.0,0.0,67,312595.2,314879.2,9365.289552238806,36320.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,30,12.0,46270.05223880597,70278.4,9954.6,12983.157788800707,0,1.0,8137.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70263.8,3.0,3.0,1,0.9927464246606318,0.49818000543129726,0.5018199945687027,139.78044107819113,1,0,0
577,1,33,422.0,0.0,0.0,46,37719.7,25787.399999999998,1380.5891304347826,3660.0,14.6,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,16,9.0,14857.689130434781,18738.7,7294.0,2079.735826410895,0,1.0,2064.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16129.4,3.0,3.0,1,1.462718226730884,0.5939446140667737,0.4060553859332264,30.01280718336484,1,0,0
582,2,46,711.0,0.0,0.0,107,125753.3,121279.2,2308.714953271028,14114.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,34,48.0,26810.376635514018,42945.0,13460.7,5782.8503604889775,0,4.0,5167.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29607.3,3.0,5.0,1,1.0368909095706436,0.5090556910527967,0.4909443089472033,21.576775264215218,2,0,0
583,1,32,1457.0,1.0,0.0,120,619818.3,540308.0,10429.827500000001,45884.0,100.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,23.0,0.0,49,36.0,64308.596666666665,136472.2,22126.2,22303.980881425196,0,4.0,15213.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55221.5,3.0,5.0,1,1.1471573620971742,0.5342679499637238,0.4657320500362762,86.91522916666668,3,0,0
584,1,20,406.0,0.0,0.0,53,74795.4,58496.0,2514.932075471698,25257.0,14.6,0.0,0.0,10.0,12.0,0.0,0.0,0.0,4.0,18.0,0.0,19,0.0,32647.68490566038,57481.6,16121.0,5979.430040383836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30534.9,3.0,2.0,1,1.2786412746170677,0.5611419791524435,0.4388580208475566,47.451548593805626,0,0,0
585,1,54,413.0,0.0,0.0,59,335904.6,318687.4,11194.152542372882,47369.0,14.6,0.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,26,9.0,37373.03559322034,103075.3,3975.5,21807.450411663434,0,1.0,10684.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68549.3,3.0,3.0,1,1.0540253552540826,0.5131510925889714,0.4868489074110286,189.73139902326918,1,0,0
588,1,36,1324.0,0.0,0.0,77,214522.9,234731.2,5834.468831168831,24537.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,14.0,13.0,0.0,26,12.0,28967.923376623377,51275.1,10054.7,8431.31166868159,0,1.0,5608.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29063.4,4.0,3.0,1,0.9139087603181851,0.4775090533397469,0.5224909466602531,75.77232248271208,1,0,0
589,2,35,588.0,0.0,0.0,62,37507.6,39239.2,1237.851612903226,3063.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,26,12.0,15540.345161290323,20056.6,12670.1,1794.2769218694345,0,1.0,2042.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13907.3,3.0,3.0,1,0.9558706599522926,0.4887187478826479,0.5112812521173522,19.96534859521332,1,0,0
591,1,22,1178.0,0.0,0.0,61,76723.1,79895.2,2567.5131147540983,9200.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,35,0.0,29621.891803278686,39248.9,22960.6,3266.6396018587184,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.0,2.0,2.0,1,0.9602967387277335,0.48987315020020017,0.5101268497997999,42.090378930395055,0,0,0
592,2,31,1001.0,0.0,0.0,60,224947.4,236795.2,7695.71,25694.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,6.0,12.0,0.0,30,0.0,49073.62333333333,73772.2,36281.2,10731.056030147181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,46179.9,3.0,2.0,1,0.9499660466090528,0.48717055779562035,0.5128294422043798,128.26183333333333,0,0,0
593,1,42,1391.0,0.0,0.0,78,226258.6,227995.2,6234.458974358974,43434.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,5.0,11.0,0.0,26,24.0,41061.77051282051,80236.2,17092.2,15931.366962034026,0,3.0,11564.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26068.6,4.0,4.0,1,0.9923831729790802,0.49808851351381095,0.501911486486189,79.92896120973043,2,0,0
596,2,48,1404.0,0.0,0.0,69,79844.2,80859.2,2329.0347826086954,8106.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,29,12.0,19603.533333333333,29345.2,14189.9,3387.9742758792627,0,1.0,3602.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21653.0,3.0,3.0,1,0.9874473158280072,0.4968420083209192,0.5031579916790808,33.754127284183994,1,0,0
597,2,53,1356.0,0.0,0.0,73,283075.5,288835.2,7834.393150684931,32329.5,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,37,12.0,58028.667123287676,86566.9,38908.2,10546.33798182856,0,1.0,3405.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48834.5,3.0,3.0,1,0.9800588709409379,0.4949645110678993,0.5050354889321008,107.32045411897167,1,0,1
598,2,26,1136.0,0.0,0.0,62,275733.2,263295.2,8694.006451612904,31353.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,38,0.0,76089.85967741936,100577.6,53222.1,11592.011723744476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100160.9,2.0,2.0,1,1.047239752186899,0.5115374254863009,0.48846257451369907,140.22591050988555,0,0,0
603,1,30,437.0,0.0,0.0,60,169667.4,167640.6,6082.7,43444.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,2.0,0.0,9.0,0.0,37,2.0,41324.168333333335,76307.0,20230.0,13897.705335779954,0,1.0,4382.7,0.0,0.0,0.0,1.0,1.0,262980.0,0.0,1.0,0.0,0.0,0.0,47955.4,3.0,3.0,1,1.012090149999463,0.5030043758226902,0.4969956241773098,101.37833333333333,1,0,0
606,1,47,1350.0,0.0,0.0,64,42864.9,40621.2,1304.4703125,3463.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,28,12.0,26604.8625,31411.7,23588.0,1879.3823657432424,0,1.0,2308.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27886.7,3.0,2.0,1,1.0552347050308708,0.513437566253544,0.4865624337464559,20.3823486328125,1,0,0
613,1,19,1308.0,0.0,1.0,66,85825.9,99277.0,2804.5893939393936,47174.0,1.4,10.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,19,30.0,21257.96363636364,63257.6,986.0,16088.870473884319,0,3.0,4804.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28755.3,3.0,5.0,1,0.8645094029835712,0.46366588529947395,0.536334114700526,42.49377869605142,2,0,0
618,1,64,691.0,0.0,0.0,62,50283.0,54595.2,1691.5838709677419,4126.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,26,12.0,14915.340322580645,19822.5,9334.3,2354.2061784479524,0,1.0,2750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13044.5,3.0,4.0,1,0.9210150342887288,0.4794418668512618,0.5205581331487382,27.283610822060353,1,0,0
621,2,57,1196.0,0.0,0.0,70,313788.1,275175.2,8413.76142857143,35632.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,33,12.0,53131.22571428571,82879.2,21885.0,14080.261074188225,0,1.0,9255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67937.7,3.0,3.0,1,1.1403211481267206,0.532780395654534,0.467219604345466,120.19659183673471,1,0,0
622,1,65,844.0,0.0,0.0,75,71112.5,75871.2,1959.7826666666667,5850.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,27,24.0,21170.282666666666,31060.9,12739.7,4471.433968927563,0,2.0,3353.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23458.8,3.0,5.0,1,0.937279231118,0.48381215059901195,0.5161878494009879,26.130435555555557,1,0,0
623,2,71,1145.0,0.0,0.0,67,85016.4,84015.2,2522.8597014925376,10500.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,31,12.0,22567.23432835821,31717.6,10901.2,4675.375547273838,0,1.0,3245.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29427.0,3.0,4.0,1,1.011916891229206,0.5029615764152975,0.49703842358470257,37.65462241033638,1,0,0
625,1,18,1153.0,0.0,0.0,60,42979.2,46449.2,1490.4733333333331,8340.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,24,12.0,19689.111666666668,25403.4,13362.7,3263.72389660207,0,1.0,2332.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19138.1,3.0,3.0,1,0.9252947305873944,0.4805990043431393,0.5194009956568607,24.841222222222218,1,0,0
626,2,16,450.0,0.0,0.0,98,720684.9,699383.2,15186.643877551021,53700.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,48,12.0,69605.45306122449,139723.2,28624.3,24711.813356048264,0,1.0,4234.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49874.1,3.0,3.0,1,1.0304578377061389,0.5075002388969937,0.4924997611030062,154.96575385256145,1,0,1
627,2,24,377.0,0.0,0.0,67,151423.8,120652.8,4060.8447761194025,16224.0,14.6,0.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,24,16.0,31648.93880597015,50100.8,11216.0,8694.26880461814,0,2.0,5007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31171.0,3.0,4.0,1,1.2550375954805855,0.5565484132042227,0.4434515867957774,60.60962352417019,1,0,0
629,2,20,1238.0,0.0,0.0,62,156828.8,137475.2,4746.8387096774195,21700.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,15.0,12.0,0.0,23,0.0,59873.440322580645,86176.3,45712.9,9613.015003159535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70966.6,3.0,2.0,1,1.1407788459300294,0.532880287050125,0.467119712949875,76.56191467221645,0,0,0
630,2,44,973.0,0.0,0.0,72,253941.7,262691.2,7175.456944444445,29116.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,36,12.0,30649.991666666665,55659.7,16996.4,8018.621099116552,0,1.0,5768.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26661.4,3.0,3.0,1,0.966692831735513,0.49153218852303054,0.5084678114769694,99.65912422839507,1,0,0
639,2,18,501.0,0.0,0.0,59,39384.5,33373.2,1233.1813559322034,3216.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,23,12.0,16584.73559322034,22521.6,12446.0,2495.762143753694,0,1.0,2144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19889.8,3.0,2.0,1,1.1801235722076397,0.5413104042596179,0.4586895957403821,20.90137891410514,1,0,0
640,2,17,486.0,0.0,0.0,26,71590.4,73800.0,5591.9384615384615,42197.0,106.9,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,10,0.0,34059.7,74926.1,23233.9,12079.462335749882,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23441.9,2.0,1.0,1,0.9700596205962059,0.4924011489066678,0.5075988510933321,215.07455621301776,0,0,0
641,1,34,604.0,0.0,0.0,85,105459.9,117647.2,2624.789411764706,11716.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,34,24.0,16562.358823529412,23670.9,8395.8,3746.0372722796205,0,2.0,4746.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11775.0,3.0,4.0,1,0.8964080743103108,0.4726873326756522,0.5273126673243479,30.879875432525953,1,0,0
644,1,35,952.0,0.0,0.0,97,270345.3,260951.2,5477.283505154639,31010.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,37,36.0,32980.57422680413,57737.1,13959.3,9888.698899304178,0,3.0,7848.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50400.0,3.0,5.0,1,1.0359994512383923,0.5088407320582763,0.4911592679417237,56.466840259326176,2,0,0
648,1,61,938.0,0.0,0.0,56,49163.9,50559.2,1780.769642857143,5300.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,20,12.0,13059.637499999999,17420.8,8824.9,1817.76600209883,0,1.0,2692.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13762.9,3.0,4.0,1,0.9724026487760883,0.49300412843162716,0.5069958715683728,31.79945790816327,1,0,0
649,1,18,1414.0,1.0,0.0,72,373632.1,312807.8,10526.109722222223,54100.0,1.6,0.0,0.0,11.0,12.0,2.0,0.0,0.0,2.0,16.0,0.0,42,0.0,46663.14722222222,153648.1,-1412.4,29084.01569655499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,35605.8,3.0,3.0,1,1.1944462382331897,0.5443041699644791,0.455695830035521,146.19596836419754,0,0,0
651,1,20,1172.0,0.0,0.0,67,94869.5,81675.2,2634.9955223880597,49850.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,27.0,0.0,28,0.0,24183.035820895522,70838.7,14663.9,14407.147370912198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34222.8,2.0,2.0,1,1.1615459772366643,0.5373681566198248,0.46263184338017505,39.32829137892627,0,0,0
652,2,58,1237.0,0.0,0.0,98,263270.9,271011.2,5451.858163265306,30159.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,13.0,12.0,0.0,25,36.0,33743.510204081635,56592.8,14249.8,8422.731114729288,0,3.0,8728.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30430.5,4.0,5.0,1,0.9714391877531261,0.49275635474218576,0.5072436452578141,55.631205747605165,2,0,0
653,1,66,1156.0,0.0,0.0,58,50454.3,49055.2,1715.6810344827586,4125.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,22,12.0,18851.456896551725,24510.9,14372.7,2605.1418962675457,0,1.0,2750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19448.8,3.0,4.0,1,1.0285209315220405,0.5070299820620142,0.4929700179379858,29.580707491082045,1,0,0
654,1,54,973.0,0.0,0.0,97,52240.5,56391.2,1119.9144329896908,4400.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,34,36.0,16865.37731958763,23122.6,11065.2,2714.6762853555656,0,3.0,2388.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15641.2,4.0,5.0,1,0.9263945438295337,0.48089553969973775,0.5191044603002622,11.54550961845042,2,0,0
655,2,54,596.0,0.0,0.0,72,303428.7,212168.0,7998.523611111111,34184.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,4.0,1.0,1.0,12.0,42,4.0,47303.854166666664,68234.8,17217.2,12493.34173475579,0,1.0,3798.2,0.0,0.0,0.0,1.0,1.0,91152.0,0.0,1.0,1.0,1.0,1.0,64673.3,5.0,3.0,1,1.4301341389842013,0.5885000815559913,0.4114999184440086,111.09060570987654,1,0,0
656,2,40,1133.0,0.0,0.0,68,151469.9,154847.2,4504.663235294117,27200.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,31,12.0,34257.575000000004,57045.6,18667.4,7927.814735387009,0,1.0,3306.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32593.9,3.0,3.0,1,0.9781894667775716,0.49448724867139315,0.505512751328607,66.24504757785466,1,0,0
660,2,73,938.0,0.0,0.0,79,78541.4,68461.2,1860.7924050632912,6444.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,31,24.0,23668.683544303796,36947.6,12936.6,5619.614605830109,0,2.0,1813.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31060.4,3.0,5.0,1,1.147239604330628,0.5342857881425227,0.4657142118574774,23.554334241307483,1,0,0
664,1,16,1334.0,0.0,0.0,45,51223.1,54425.2,2347.7400000000002,21801.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,19,0.0,17399.326666666664,37547.7,12345.0,5409.2831774476535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14502.7,2.0,2.0,1,0.9411651220390554,0.48484547314059956,0.5151545268594006,52.172000000000004,0,0,0
665,1,64,1229.0,0.0,0.0,65,62750.8,61129.2,1905.8461538461538,5145.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,29,12.0,20483.061538461538,27817.5,13664.3,3592.3374489448165,0,1.0,2097.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18513.0,3.0,4.0,1,1.026527420610772,0.5065450435905715,0.49345495640942844,29.320710059171596,1,0,0
666,2,14,574.0,0.0,0.0,80,92546.2,97825.2,2379.6425,37298.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,30,0.0,30784.16625,70450.1,16928.5,14753.670647878163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26070.8,3.0,2.0,1,0.9460363996189121,0.48613499716869235,0.5138650028313076,29.74553125,0,0,0
668,1,54,1326.0,0.0,0.0,93,296202.1,301991.2,6432.186021505377,35800.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,33,36.0,27019.524731182795,59586.1,7843.8,11894.893474637283,0,3.0,7768.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21586.3,3.0,5.0,1,0.9808302361128403,0.4951611795050195,0.5048388204949804,69.16329055382126,2,0,0
670,2,37,401.0,0.0,0.0,46,37445.1,25301.399999999998,1364.054347826087,3075.0,14.6,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,16,9.0,14665.756521739131,19429.8,6750.0,2102.491983512494,0,1.0,2050.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15833.4,3.0,3.0,1,1.4799615831535013,0.5967679472161793,0.40323205278382057,29.65335538752363,1,0,0
672,1,67,1397.0,0.0,0.0,65,68933.0,74405.2,2205.203076923077,5700.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,29,12.0,17242.323076923076,22617.5,13008.6,2297.2654122462395,0,1.0,2175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439.8,3.0,4.0,1,0.9264540650384651,0.4809115783510606,0.5190884216489393,33.92620118343195,1,0,0
673,2,57,499.0,0.0,0.0,73,133679.5,135971.2,3693.845205479452,16700.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,32,12.0,35664.535616438356,50512.9,27294.4,5323.440454082143,0,1.0,5683.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33345.6,3.0,3.0,1,0.9831456955590595,0.4957506136642701,0.5042493863357299,50.60061925314318,1,0,0
